cultivar,program,region,date,year,gdd_cumulative,brix,ta,ph,brix_ta_ratio,berry_weight_g,berry_size_mm,n_samples,n_sites,provenance
Vignoles,NYWGF,Western NY,2025-08-19,2025,1776.0,14.7,23.32,3.04,0.63,,,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2025-09-08,2025,2024.0,22.5,15.53,3.14,1.45,1.68,15.0,5,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-08-26,2024,1847.0,17.0,17.6,2.79,0.97,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-09-02,2024,1955.0,18.7,15.64,2.85,1.2,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-09-09,2024,2028.0,21.7,14.75,2.96,1.47,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-09-16,2024,2126.0,22.0,14.4,2.9,1.53,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-09-23,2024,2221.0,23.0,12.66,2.98,1.82,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Finger Lakes,2024-09-30,2024,2306.0,22.4,11.55,3.07,1.94,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2024-08-26,2024,1971.0,17.8,16.8,2.83,1.06,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2024-09-02,2024,2091.0,20.1,16.76,2.97,1.2,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2024-09-09,2024,2179.0,22.1,15.09,3.04,1.46,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2025-08-25,2025,1863.0,17.0,20.17,2.82,0.84,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2025-09-02,2025,1953.0,20.1,18.3,2.88,1.1,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2025-09-08,2025,2024.0,21.2,17.45,2.92,1.21,,,1,1,Extension monitoring
Vignoles,Veraison to Harvest,Lake Erie,2025-09-15,2025,2111.0,21.7,15.96,2.99,1.36,,,1,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-07-01,2024,1021.0,3.8,22.05,2.77,0.17,0.72,11.9,1,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-07-18,2024,1330.0,4.4,32.62,2.96,0.14,1.26,14.1,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-07-30,2024,1534.0,5.5,37.09,2.83,0.15,1.26,14.3,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-08-13,2024,1778.0,10.8,19.36,2.91,0.56,1.74,13.2,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-08-26,2024,1971.0,14.3,14.39,3.04,1.0,1.84,12.9,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-09-09,2024,2180.0,15.6,10.68,3.2,1.47,1.94,14.5,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-09-16,2024,2286.0,16.6,8.89,3.25,1.86,2.04,15.4,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-09-23,2024,2398.0,16.4,7.76,3.32,2.12,2.16,15.3,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2024-09-30,2024,2504.0,15.9,7.85,3.38,2.03,2.18,16.0,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-07-07,2025,1011.0,4.5,26.45,2.9,0.17,,,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-07-24,2025,1310.0,4.4,28.84,2.81,0.15,,,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-08-07,2025,1552.0,6.7,32.37,2.83,0.21,,,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-08-19,2025,1776.0,11.8,16.78,3.08,0.7,,,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-09-08,2025,2024.0,15.6,12.13,3.18,1.29,1.88,15.5,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-09-22,2025,2212.0,17.2,8.61,3.17,2.0,1.95,15.3,5,1,Extension monitoring
Vincent,NYWGF,Western NY,2025-10-06,2025,2395.0,17.8,7.48,3.33,2.39,1.74,15.1,5,1,Extension monitoring
